Partition Key,Row Key,Timestamp,Log Timestamp,Level,Logger Name,Message,Machine Name,Exception
Client4Tenant1024,22F488E0452FA12C_7FFFFFF4_b8bc9cdb6ec947f79b01d44666ff59fd,4/11/2018 10:19:21 AM,04/11/2018 10:19:17,Trace,TenantHealthHandler,"Checking PowerShell user BinaryTreePowerShellUser.BT-AutoQA2@btcorp7.onmicrosoft.com for BT Corp7 QA",mainpa000000,""
Client4Tenant1024,22F488E04532037E_7FFFFFF5_b8bc9cdb6ec947f79b01d44666ff59fd,4/11/2018 10:19:21 AM,04/11/2018 10:19:17,Info,PowerShell,"Created PowerShell session for BinaryTreePowerShellUser.BT-AutoQA2@btcorp7.onmicrosoft.com to https://outlook.office365.com/PowerShell.",mainpa000000,""
Client4Tenant1024,22F488E0512CDBD9_7FFFFFF6_b8bc9cdb6ec947f79b01d44666ff59fd,4/11/2018 10:19:00 AM,04/11/2018 10:18:57,Trace,TenantHealthHandler,"Checking OAuth for BT Corp7 QA",mainpa000000,""
Client4Tenant1024,22F488E0512CDBD9_7FFFFFF7_b8bc9cdb6ec947f79b01d44666ff59fd,4/11/2018 10:19:00 AM,04/11/2018 10:18:57,Debug,TenantHealthHandler,"Starting TenantHealth checks for BT Corp7 QA",mainpa000000,""
Client4Tenant1024,22F488E052901AB8_7FFFFFF8_b8bc9cdb6ec947f79b01d44666ff59fd,4/11/2018 10:19:00 AM,04/11/2018 10:18:55,Trace,TenantHealthHandler,"DirSyncMaxFrequencyMinutes=60",mainpa000000,""
Client4Tenant1024,22F488E3955E5518_7FFFFFC5_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:55:34 AM,04/11/2018 09:55:34,Debug,ServiceUtilities,"Deleting service - exited gracefully",mainpa000004,""
Client4Tenant1024,22F488E395AD087D_7FFFFFC6_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:55:34 AM,04/11/2018 09:55:34,Info,TenantWorker,"End:fabric:/TenantWorkerApp/4/1024/TenantWorker, node=_mainpa_4",mainpa000004,""
Client4Tenant1024,22F488E395AF6A06_7FFFFFC7_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:55:34 AM,04/11/2018 09:55:34,Debug,TenantWorker,"Finishing discovery for BT Corp7 QA",mainpa000004,""
Client4Tenant1024,22F488E395AF6A06_7FFFFFC8_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:55:34 AM,04/11/2018 09:55:34,Debug,TenantWorker,"Finished discovering organization for BT Corp7 QA",mainpa000004,""
Client4Tenant1024,22F488E395B4305F_7FFFFFC9_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:55:34 AM,04/11/2018 09:55:34,Info,TenantWorker,"Discovered SKU ENTERPRISEPACK for BT Corp7 QA",mainpa000004,""
Client4Tenant1024,22F488E395B4305F_7FFFFFCA_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:55:34 AM,04/11/2018 09:55:34,Info,TenantWorker,"Discovered SKU STANDARDPACK for BT Corp7 QA",mainpa000004,""
Client4Tenant1024,22F488E395EFCC40_7FFFFFCB_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:55:34 AM,04/11/2018 09:55:33,Trace,TenantWorker,"Read 3 accepted domains for BT Corp7 QA [TenantId #1024]",mainpa000004,""
Client4Tenant1024,22F488E3963E7B6E_7FFFFFCC_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:55:34 AM,04/11/2018 09:55:33,Info,PowerShell,"Created PowerShell session for BinaryTreePowerShellUser.BT-AutoQA2@btcorp7.onmicrosoft.com to https://outlook.office365.com/PowerShell.",mainpa000004,""
Client4Tenant1024,22F488E39C94F372_7FFFFFCD_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:55:25 AM,04/11/2018 09:55:22,Info,TenantWorker,"Discovered organization BT Corp7 QA for BT Corp7 QA",mainpa000004,""
Client4Tenant1024,22F488E39CA341E7_7FFFFFCE_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:55:25 AM,04/11/2018 09:55:22,Debug,TenantWorker,"Discovering organization for BT Corp7 QA",mainpa000004,""
Client4Tenant1024,22F488E39CA341E7_7FFFFFCF_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:55:25 AM,04/11/2018 09:55:22,Debug,TenantWorker,"Finished discovering users for BT Corp7 QA",mainpa000004,""
Client4Tenant1024,22F488E39CA341E7_7FFFFFD0_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:55:25 AM,04/11/2018 09:55:22,Info,TenantWorker,"Found 3 users.",mainpa000004,""
Client4Tenant1024,22F488E39CA341E7_7FFFFFD1_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:55:25 AM,04/11/2018 09:55:22,Debug,TenantWorker,"Posted user C7-Automation4 to storage queue",mainpa000004,""
Client4Tenant1024,22F488E39CA341E7_7FFFFFD2_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:55:25 AM,04/11/2018 09:55:22,Debug,TenantWorker,"Posted user C7O365SML20 to storage queue",mainpa000004,""
Client4Tenant1024,22F488E39CA5A596_7FFFFFD3_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:55:25 AM,04/11/2018 09:55:22,Debug,TenantWorker,"Posted user C7O365SML25 to storage queue",mainpa000004,""
Client4Tenant1024,22F488E39CACCCD0_7FFFFFD4_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:55:25 AM,04/11/2018 09:55:22,Trace,Tenant,"Closed PowerShell session for BinaryTreePowerShellUser.BT-AutoQA2@btcorp7.onmicrosoft.com on BT Corp7 QA. [TenantId #1024, SessionId #3649192]",mainpa000004,""
Client4Tenant1024,22F488E39D34B3E2_7FFFFFD5_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:55:25 AM,04/11/2018 09:55:21,Trace,Tenant,"Updated archive statistics for C7O365SML25@btcorp7.onmicrosoft.com. [ClientId #4, TenantId #1024]",mainpa000004,""
Client4Tenant1024,22F488E39DEEB01B_7FFFFFD6_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:55:25 AM,04/11/2018 09:55:20,Trace,Tenant,"Updated mailbox statistics for C7-Automation4@btcorp7.onmicrosoft.com. [ClientId #4, TenantId #1024]",mainpa000004,""
Client4Tenant1024,22F488E39DEEB01B_7FFFFFD7_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:55:25 AM,04/11/2018 09:55:20,Trace,Tenant,"Updated mailbox statistics for C7O365SML20@btcorp7.onmicrosoft.com. [ClientId #4, TenantId #1024]",mainpa000004,""
Client4Tenant1024,22F488E39DEEB01B_7FFFFFD8_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:55:25 AM,04/11/2018 09:55:20,Trace,Tenant,"Updated mailbox statistics for C7O365SML25@btcorp7.onmicrosoft.com. [ClientId #4, TenantId #1024]",mainpa000004,""
Client4Tenant1024,22F488E39FD2ADBD_7FFFFFD9_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:55:19 AM,04/11/2018 09:55:17,Trace,Tenant,"Updated mailbox properties for C7-Automation4@btcorp7.onmicrosoft.com. [ClientId #4, TenantId #1024]",mainpa000004,""
Client4Tenant1024,22F488E39FD51880_7FFFFFDA_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:55:19 AM,04/11/2018 09:55:17,Trace,Tenant,"Updated mailbox properties for C7O365SML20@btcorp7.onmicrosoft.com. [ClientId #4, TenantId #1024]",mainpa000004,""
Client4Tenant1024,22F488E39FD77AEB_7FFFFFDB_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:55:19 AM,04/11/2018 09:55:17,Trace,Tenant,"Updated mailbox properties for C7O365SML25@btcorp7.onmicrosoft.com. [ClientId #4, TenantId #1024]",mainpa000004,""
Client4Tenant1024,22F488E3A1AD32A3_7FFFFFDC_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:55:19 AM,04/11/2018 09:55:14,Debug,Tenant,"Updating mailbox properties for 3 users in BT Corp7 QA. [ClientId #4, TenantId #1024]",mainpa000004,""
Client4Tenant1024,22F488E3A1AD32A3_7FFFFFDD_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:55:19 AM,04/11/2018 09:55:14,Trace,Tenant,"Opened PowerShell session for BinaryTreePowerShellUser.BT-AutoQA2@btcorp7.onmicrosoft.com on BT Corp7 QA. [TenantId #1024, SessionId #3649192]",mainpa000004,""
Client4Tenant1024,22F488E3A1AF950A_7FFFFFDE_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:55:19 AM,04/11/2018 09:55:14,Info,PowerShell,"Created PowerShell session for BinaryTreePowerShellUser.BT-AutoQA2@btcorp7.onmicrosoft.com to https://outlook.office365.com/PowerShell.",mainpa000004,""
Client4Tenant1024,22F488E3AA47ABB8_7FFFFFDF_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:55:04 AM,04/11/2018 09:54:59,Info,TenantWorker,"Found user: C7-Automation4@btcorp7.onmicrosoft.com in group: c7toc9smlgrp2",mainpa000004,""
Client4Tenant1024,22F488E3AA4A0DED_7FFFFFE0_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:55:04 AM,04/11/2018 09:54:59,Info,TenantWorker,"Found user: c7-automation3@btcorp7.onmicrosoft.com in group: c7toc9smlgrp2",mainpa000004,""
Client4Tenant1024,22F488E3AA4C70C3_7FFFFFE1_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:55:04 AM,04/11/2018 09:54:59,Info,TenantWorker,"Found user: C7-Automation1@btcorp7.onmicrosoft.com in group: c7toc9smlgrp2",mainpa000004,""
Client4Tenant1024,22F488E3AA4C70C3_7FFFFFE2_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:55:04 AM,04/11/2018 09:54:59,Info,TenantWorker,"Found user: C7O365SML22@btcorp7.onmicrosoft.com in group: c7toc9smlgrp2",mainpa000004,""
Client4Tenant1024,22F488E3AA4ED320_7FFFFFE3_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:55:04 AM,04/11/2018 09:54:59,Info,TenantWorker,"Found user: C7O365SML21@btcorp7.onmicrosoft.com in group: c7toc9smlgrp2",mainpa000004,""
Client4Tenant1024,22F488E3AA513584_7FFFFFE4_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:54:59 AM,04/11/2018 09:54:59,Info,TenantWorker,"Found user: P365C7User9@corp7.cmtsandbox.com in group: c7toc9smlgrp2",mainpa000004,""
Client4Tenant1024,22F488E3AA513584_7FFFFFE5_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:54:59 AM,04/11/2018 09:54:59,Info,TenantWorker,"Found user: C7O365SML26@btcorp7.onmicrosoft.com in group: c7toc9smlgrp2",mainpa000004,""
Client4Tenant1024,22F488E3AA53958C_7FFFFFE6_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:54:59 AM,04/11/2018 09:54:59,Info,TenantWorker,"Found user: C7O365SML29@btcorp7.onmicrosoft.com in group: c7toc9smlgrp2",mainpa000004,""
Client4Tenant1024,22F488E3AA53958C_7FFFFFE7_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:54:59 AM,04/11/2018 09:54:59,Info,TenantWorker,"Found user: C7O365SML20@btcorp7.onmicrosoft.com in group: c7toc9smlgrp2",mainpa000004,""
Client4Tenant1024,22F488E3AA55FA51_7FFFFFE8_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:54:59 AM,04/11/2018 09:54:59,Info,TenantWorker,"Found user: C7O365SML24@btcorp7.onmicrosoft.com in group: c7toc9smlgrp2",mainpa000004,""
Client4Tenant1024,22F488E3AA55FA51_7FFFFFE9_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:54:59 AM,04/11/2018 09:54:59,Info,TenantWorker,"Found user: C7O365SML23@btcorp7.onmicrosoft.com in group: c7toc9smlgrp2",mainpa000004,""
Client4Tenant1024,22F488E3AA585CA4_7FFFFFEA_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:54:59 AM,04/11/2018 09:54:59,Info,TenantWorker,"Found user: C7O365SML28@btcorp7.onmicrosoft.com in group: c7toc9smlgrp2",mainpa000004,""
Client4Tenant1024,22F488E3AA585CA4_7FFFFFEB_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:54:59 AM,04/11/2018 09:54:59,Info,TenantWorker,"Found user: C7O365SML25@btcorp7.onmicrosoft.com in group: c7toc9smlgrp2",mainpa000004,""
Client4Tenant1024,22F488E3AA5F4085_7FFFFFEC_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:54:59 AM,04/11/2018 09:54:59,Info,TenantWorker,"Found user: C7O365SML27@btcorp7.onmicrosoft.com in group: c7toc9smlgrp2",mainpa000004,""
Client4Tenant1024,22F488E3AA72970F_7FFFFFED_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:54:59 AM,04/11/2018 09:54:59,Debug,TenantWorker,"Posted group c7toc9smlgrp2 to storage queue",mainpa000004,""
Client4Tenant1024,22F488E3AAF5BAC8_7FFFFFEE_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:54:59 AM,04/11/2018 09:54:58,Trace,TenantWorker,"Reading Members from graph for group 'c7toc9smlgrp2'",mainpa000004,""
Client4Tenant1024,22F488E3AB0D92A8_7FFFFFEF_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:54:59 AM,04/11/2018 09:54:58,Debug,TenantWorker,"Discovered group c7toc9smlgrp2 for BT Corp7 QA",mainpa000004,""
Client4Tenant1024,22F488E3AB387D95_7FFFFFF0_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:54:59 AM,04/11/2018 09:54:58,Trace,TenantWorker,"Reading group 3ca34d53-f134-42d3-8775-34348c9d99f7 from graph",mainpa000004,""
Client4Tenant1024,22F488E3AB387D95_7FFFFFF1_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:54:59 AM,04/11/2018 09:54:58,Debug,TenantWorker,"Processing Group filter 'c7toc9smlgrp2' for BT Corp7 QA",mainpa000004,""
Client4Tenant1024,22F488E3AB3AE03A_7FFFFFF2_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:54:59 AM,04/11/2018 09:54:58,Debug,TenantWorker,"DoUsers: Found 21 user changes for BT Corp7 QA after 4/11/2018 7:00:33 AM",mainpa000004,""
Client4Tenant1024,22F488E3AB3AE03A_7FFFFFF3_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:54:59 AM,04/11/2018 09:54:58,Debug,TenantWorker,"Discovering Filtered users for BT Corp7 QA",mainpa000004,""
Client4Tenant1024,22F488E3AB78DE7B_7FFFFFF4_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:54:59 AM,04/11/2018 09:54:57,Trace,TenantWorker,"Closed PowerShell session for BinaryTreePowerShellUser.BT-AutoQA2@btcorp7.onmicrosoft.com on BT Corp7 QA. [TenantId #1024, SessionId #3649186]",mainpa000004,""
Client4Tenant1024,22F488E3AC0A508B_7FFFFFF5_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:54:59 AM,04/11/2018 09:54:56,Trace,TenantWorker,"Changed user count: 21",mainpa000004,""
Client4Tenant1024,22F488E3AD581FCC_7FFFFFF6_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:54:59 AM,04/11/2018 09:54:54,Info,PowerShell,"Created PowerShell session for BinaryTreePowerShellUser.BT-AutoQA2@btcorp7.onmicrosoft.com to https://outlook.office365.com/PowerShell.",mainpa000004,""
Client4Tenant1024,22F488E3B65E901F_7FFFFFF7_899157fde7934bcb8481167f85bd77ff,4/11/2018 9:54:44 AM,04/11/2018 09:54:39,Trace,TenantWorker,"Discovery started for BT Corp7 QA",mainpa000004,""
Client4Tenant1024,22F488E9424597DB_7FFFFFF0_fa1da452d24d44999f942c627c8fa949,4/11/2018 9:14:57 AM,04/11/2018 09:14:57,Debug,ServiceUtilities,"Deleting service - exited gracefully",mainpa000000,""
Client4Tenant1024,22F488E94323538B_7FFFFFF1_fa1da452d24d44999f942c627c8fa949,4/11/2018 9:14:55 AM,04/11/2018 09:14:55,Info,TenantHealthWorker,"End:fabric:/TenantHealthWorkerApp/4/1024/TenantHealthWorker, node=_mainpa_0",mainpa000000,""
Client4Tenant1024,22F488E945560155_7FFFFFF2_fa1da452d24d44999f942c627c8fa949,4/11/2018 9:14:55 AM,04/11/2018 09:14:52,Trace,TenantHealthHandler,"Checking OAuth2ClientProfileEnable for BT Corp7 QA",mainpa000000,""
Client4Tenant1024,22F488E9455863AB_7FFFFFF3_fa1da452d24d44999f942c627c8fa949,4/11/2018 9:14:55 AM,04/11/2018 09:14:52,Trace,TenantHealthHandler,"F/B partnership not required",mainpa000000,""
Client4Tenant1024,22F488E9466F5832_7FFFFFF4_fa1da452d24d44999f942c627c8fa949,4/11/2018 9:14:55 AM,04/11/2018 09:14:50,Trace,TenantHealthHandler,"Checking PowerShell user BinaryTreePowerShellUser.BT-AutoQA2@btcorp7.onmicrosoft.com for BT Corp7 QA",mainpa000000,""
Client4Tenant1024,22F488E9466F5832_7FFFFFF5_fa1da452d24d44999f942c627c8fa949,4/11/2018 9:14:55 AM,04/11/2018 09:14:50,Info,PowerShell,"Created PowerShell session for BinaryTreePowerShellUser.BT-AutoQA2@btcorp7.onmicrosoft.com to https://outlook.office365.com/PowerShell.",mainpa000000,""
Client4Tenant1024,22F488E9537B79CB_7FFFFFF6_fa1da452d24d44999f942c627c8fa949,4/11/2018 9:14:33 AM,04/11/2018 09:14:28,Trace,TenantHealthHandler,"Checking OAuth for BT Corp7 QA",mainpa000000,""
Client4Tenant1024,22F488E9537B79CB_7FFFFFF7_fa1da452d24d44999f942c627c8fa949,4/11/2018 9:14:33 AM,04/11/2018 09:14:28,Debug,TenantHealthHandler,"Starting TenantHealth checks for BT Corp7 QA",mainpa000000,""
Client4Tenant1024,22F488E9539A728F_7FFFFFF8_fa1da452d24d44999f942c627c8fa949,4/11/2018 9:14:33 AM,04/11/2018 09:14:28,Trace,TenantHealthHandler,"DirSyncMaxFrequencyMinutes=60",mainpa000000,""
Client4Tenant1024,22F488F25E002D5F_7FFFFFF0_64043a1b7324422eb0905f5b01455d81,4/11/2018 8:09:45 AM,04/11/2018 08:09:45,Debug,ServiceUtilities,"Deleting service - exited gracefully",mainpa000000,""
Client4Tenant1024,22F488F25E5209D5_7FFFFFF1_64043a1b7324422eb0905f5b01455d81,4/11/2018 8:09:44 AM,04/11/2018 08:09:44,Info,TenantHealthWorker,"End:fabric:/TenantHealthWorkerApp/4/1024/TenantHealthWorker, node=_mainpa_0",mainpa000000,""
Client4Tenant1024,22F488F25FA7BEB9_7FFFFFF2_64043a1b7324422eb0905f5b01455d81,4/11/2018 8:09:44 AM,04/11/2018 08:09:42,Trace,TenantHealthHandler,"Checking OAuth2ClientProfileEnable for BT Corp7 QA",mainpa000000,""
Client4Tenant1024,22F488F25FAA2018_7FFFFFF3_64043a1b7324422eb0905f5b01455d81,4/11/2018 8:09:44 AM,04/11/2018 08:09:42,Trace,TenantHealthHandler,"F/B partnership not required",mainpa000000,""
Client4Tenant1024,22F488F2600489E7_7FFFFFF4_64043a1b7324422eb0905f5b01455d81,4/11/2018 8:09:44 AM,04/11/2018 08:09:41,Trace,TenantHealthHandler,"Checking PowerShell user BinaryTreePowerShellUser.BT-AutoQA2@btcorp7.onmicrosoft.com for BT Corp7 QA",mainpa000000,""
Client4Tenant1024,22F488F26006EC41_7FFFFFF5_64043a1b7324422eb0905f5b01455d81,4/11/2018 8:09:44 AM,04/11/2018 08:09:41,Info,PowerShell,"Created PowerShell session for BinaryTreePowerShellUser.BT-AutoQA2@btcorp7.onmicrosoft.com to https://outlook.office365.com/PowerShell.",mainpa000000,""
Client4Tenant1024,22F488F266978F8D_7FFFFFF6_64043a1b7324422eb0905f5b01455d81,4/11/2018 8:09:35 AM,04/11/2018 08:09:30,Trace,TenantHealthHandler,"Checking OAuth for BT Corp7 QA",mainpa000000,""
Client4Tenant1024,22F488F266978F8D_7FFFFFF7_64043a1b7324422eb0905f5b01455d81,4/11/2018 8:09:35 AM,04/11/2018 08:09:30,Debug,TenantHealthHandler,"Starting TenantHealth checks for BT Corp7 QA",mainpa000000,""
Client4Tenant1024,22F488F266FE14C2_7FFFFFF8_64043a1b7324422eb0905f5b01455d81,4/11/2018 8:09:35 AM,04/11/2018 08:09:30,Trace,TenantHealthHandler,"DirSyncMaxFrequencyMinutes=60",mainpa000000,""
Client4Tenant1024,22F488FB96D16464_7FFFFFC6_530e31ad188d41bdabf2488a539d9b32,4/11/2018 7:03:44 AM,04/11/2018 07:03:44,Debug,ServiceUtilities,"Deleting service - exited gracefully",mainpa000004,""
Client4Tenant1024,22F488FB97BB0BED_7FFFFFC7_530e31ad188d41bdabf2488a539d9b32,4/11/2018 7:03:43 AM,04/11/2018 07:03:42,Info,TenantWorker,"End:fabric:/TenantWorkerApp/4/1024/TenantWorker, node=_mainpa_4",mainpa000004,""
Client4Tenant1024,22F488FB97BD6E4C_7FFFFFC8_530e31ad188d41bdabf2488a539d9b32,4/11/2018 7:03:43 AM,04/11/2018 07:03:42,Debug,TenantWorker,"Finishing discovery for BT Corp7 QA",mainpa000004,""
Client4Tenant1024,22F488FB97BD6E4C_7FFFFFC9_530e31ad188d41bdabf2488a539d9b32,4/11/2018 7:03:43 AM,04/11/2018 07:03:42,Debug,TenantWorker,"Finished discovering organization for BT Corp7 QA",mainpa000004,""
Client4Tenant1024,22F488FB97C4956D_7FFFFFCA_530e31ad188d41bdabf2488a539d9b32,4/11/2018 7:03:43 AM,04/11/2018 07:03:42,Info,TenantWorker,"Discovered SKU ENTERPRISEPACK for BT Corp7 QA",mainpa000004,""
Client4Tenant1024,22F488FB97C4956D_7FFFFFCB_530e31ad188d41bdabf2488a539d9b32,4/11/2018 7:03:43 AM,04/11/2018 07:03:42,Info,TenantWorker,"Discovered SKU STANDARDPACK for BT Corp7 QA",mainpa000004,""
Client4Tenant1024,22F488FB98AE3D08_7FFFFFCC_530e31ad188d41bdabf2488a539d9b32,4/11/2018 7:03:43 AM,04/11/2018 07:03:41,Trace,TenantWorker,"Read 3 accepted domains for BT Corp7 QA [TenantId #1024]",mainpa000004,""
Client4Tenant1024,22F488FB999CA95B_7FFFFFCD_530e31ad188d41bdabf2488a539d9b32,4/11/2018 7:03:43 AM,04/11/2018 07:03:39,Info,PowerShell,"Created PowerShell session for BinaryTreePowerShellUser.BT-AutoQA2@btcorp7.onmicrosoft.com to https://outlook.office365.com/PowerShell.",mainpa000004,""
Client4Tenant1024,22F488FBBDDC1A1D_7FFFFFCE_530e31ad188d41bdabf2488a539d9b32,4/11/2018 7:02:44 AM,04/11/2018 07:02:38,Info,TenantWorker,"Discovered organization BT Corp7 QA for BT Corp7 QA",mainpa000004,""
Client4Tenant1024,22F488FBBE17B525_7FFFFFCF_530e31ad188d41bdabf2488a539d9b32,4/11/2018 7:02:38 AM,04/11/2018 07:02:38,Debug,TenantWorker,"Discovering organization for BT Corp7 QA",mainpa000004,""
Client4Tenant1024,22F488FBBE1A172F_7FFFFFD0_530e31ad188d41bdabf2488a539d9b32,4/11/2018 7:02:38 AM,04/11/2018 07:02:38,Debug,TenantWorker,"Finished discovering users for BT Corp7 QA",mainpa000004,""
Client4Tenant1024,22F488FBBE1A172F_7FFFFFD1_530e31ad188d41bdabf2488a539d9b32,4/11/2018 7:02:38 AM,04/11/2018 07:02:38,Info,TenantWorker,"Found 3 users.",mainpa000004,""
Client4Tenant1024,22F488FBBE1A172F_7FFFFFD2_530e31ad188d41bdabf2488a539d9b32,4/11/2018 7:02:38 AM,04/11/2018 07:02:38,Debug,TenantWorker,"Posted user C7-Automation4 to storage queue",mainpa000004,""
Client4Tenant1024,22F488FBBE1A172F_7FFFFFD3_530e31ad188d41bdabf2488a539d9b32,4/11/2018 7:02:38 AM,04/11/2018 07:02:38,Debug,TenantWorker,"Posted user C7O365SML20 to storage queue",mainpa000004,""
Client4Tenant1024,22F488FBBE1C79DF_7FFFFFD4_530e31ad188d41bdabf2488a539d9b32,4/11/2018 7:02:38 AM,04/11/2018 07:02:38,Debug,TenantWorker,"Posted user C7O365SML25 to storage queue",mainpa000004,""
