Partition Key,Row Key,Timestamp,Log Timestamp,Level,Logger Name,Message,Machine Name,Exception
Client4Tenant1274,22F47787799CED0D_7FFFFFEF_ffd04c26a2d84dca893f58d99fc8c42b,5/3/2018 12:07:47 PM,05/03/2018 12:07:44,Info,TenantWorker,"Found user: C7O365SML22@btcorp7.onmicrosoft.com in group: c7toc9smlgrp2",mainpa000000,""
Client4Tenant1274,22F47787799F503F_7FFFFFF0_ffd04c26a2d84dca893f58d99fc8c42b,5/3/2018 12:07:47 PM,05/03/2018 12:07:44,Info,TenantWorker,"Found user: C7O365SML21@btcorp7.onmicrosoft.com in group: c7toc9smlgrp2",mainpa000000,""
Client4Tenant1274,22F47787799F503F_7FFFFFF1_ffd04c26a2d84dca893f58d99fc8c42b,5/3/2018 12:07:47 PM,05/03/2018 12:07:44,Info,TenantWorker,"Found user: P365C7User9@corp7.cmtsandbox.com in group: c7toc9smlgrp2",mainpa000000,""
Client4Tenant1274,22F4778779A1B21A_7FFFFFF2_ffd04c26a2d84dca893f58d99fc8c42b,5/3/2018 12:07:47 PM,05/03/2018 12:07:44,Info,TenantWorker,"Found user: C7O365SML26@btcorp7.onmicrosoft.com in group: c7toc9smlgrp2",mainpa000000,""
Client4Tenant1274,22F4778779A1B21A_7FFFFFF3_ffd04c26a2d84dca893f58d99fc8c42b,5/3/2018 12:07:47 PM,05/03/2018 12:07:44,Info,TenantWorker,"Found user: C7O365SML29@btcorp7.onmicrosoft.com in group: c7toc9smlgrp2",mainpa000000,""
Client4Tenant1274,22F4778779A41555_7FFFFFF4_ffd04c26a2d84dca893f58d99fc8c42b,5/3/2018 12:07:47 PM,05/03/2018 12:07:44,Info,TenantWorker,"Found user: C7O365SML20@btcorp7.onmicrosoft.com in group: c7toc9smlgrp2",mainpa000000,""
Client4Tenant1274,22F4778779A41555_7FFFFFF5_ffd04c26a2d84dca893f58d99fc8c42b,5/3/2018 12:07:47 PM,05/03/2018 12:07:44,Info,TenantWorker,"Found user: C7O365SML24@btcorp7.onmicrosoft.com in group: c7toc9smlgrp2",mainpa000000,""
Client4Tenant1274,22F4778779A6779D_7FFFFFF6_ffd04c26a2d84dca893f58d99fc8c42b,5/3/2018 12:07:47 PM,05/03/2018 12:07:44,Info,TenantWorker,"Found user: C7O365SML23@btcorp7.onmicrosoft.com in group: c7toc9smlgrp2",mainpa000000,""
Client4Tenant1274,22F4778779A6779D_7FFFFFF7_ffd04c26a2d84dca893f58d99fc8c42b,5/3/2018 12:07:47 PM,05/03/2018 12:07:44,Info,TenantWorker,"Found user: C7O365SML28@btcorp7.onmicrosoft.com in group: c7toc9smlgrp2",mainpa000000,""
Client4Tenant1274,22F4778779A8D8EA_7FFFFFF8_ffd04c26a2d84dca893f58d99fc8c42b,5/3/2018 12:07:47 PM,05/03/2018 12:07:44,Info,TenantWorker,"Found user: C7O365SML25@btcorp7.onmicrosoft.com in group: c7toc9smlgrp2",mainpa000000,""
Client4Tenant1274,22F4778779AB3C47_7FFFFFF9_ffd04c26a2d84dca893f58d99fc8c42b,5/3/2018 12:07:47 PM,05/03/2018 12:07:44,Info,TenantWorker,"Found user: C7O365SML27@btcorp7.onmicrosoft.com in group: c7toc9smlgrp2",mainpa000000,""
Client4Tenant1274,22F477877B32A70D_7FFFFFFA_ffd04c26a2d84dca893f58d99fc8c42b,5/3/2018 12:07:47 PM,05/03/2018 12:07:42,Info,PowerShell,"Created PowerShell session for BinaryTreePowerShellUser.BT-AutoQA2@btcorp7.onmicrosoft.com to https://outlook.office365.com/PowerShell.",mainpa000000,""
Client4Tenant1274,22F477AF29A0A7ED_7FFFFFE4_29db2cf332eb466b9ce87b968ce73258,5/3/2018 7:23:39 AM,05/03/2018 07:23:39,Info,TenantWorker,"End:fabric:/TenantWorkerApp/4/1274/TenantWorker, node=_mainpa_4",mainpa000004,""
Client4Tenant1274,22F477AF29A7CE73_7FFFFFE5_29db2cf332eb466b9ce87b968ce73258,5/3/2018 7:23:39 AM,05/03/2018 07:23:39,Info,TenantWorker,"Discovered SKU ENTERPRISEPACK for BT Corp7 QA",mainpa000004,""
Client4Tenant1274,22F477AF29A7CE73_7FFFFFE6_29db2cf332eb466b9ce87b968ce73258,5/3/2018 7:23:39 AM,05/03/2018 07:23:39,Info,TenantWorker,"Discovered SKU STANDARDPACK for BT Corp7 QA",mainpa000004,""
Client4Tenant1274,22F477AF2A71CFCC_7FFFFFE7_29db2cf332eb466b9ce87b968ce73258,5/3/2018 7:23:39 AM,05/03/2018 07:23:37,Info,PowerShell,"Created PowerShell session for BinaryTreePowerShellUser.BT-AutoQA2@btcorp7.onmicrosoft.com to https://outlook.office365.com/PowerShell.",mainpa000004,""
Client4Tenant1274,22F477AF3370AF01_7FFFFFE8_29db2cf332eb466b9ce87b968ce73258,5/3/2018 7:23:26 AM,05/03/2018 07:23:22,Info,TenantWorker,"Discovered organization BT Corp7 QA for BT Corp7 QA",mainpa000004,""
Client4Tenant1274,22F477AF34094792_7FFFFFE9_29db2cf332eb466b9ce87b968ce73258,5/3/2018 7:23:26 AM,05/03/2018 07:23:21,Info,TenantWorker,"Found 14 users.",mainpa000004,""
Client4Tenant1274,22F477AF454CC599_7FFFFFEA_29db2cf332eb466b9ce87b968ce73258,5/3/2018 7:22:57 AM,05/03/2018 07:22:52,Info,PowerShell,"Created PowerShell session for BinaryTreePowerShellUser.BT-AutoQA2@btcorp7.onmicrosoft.com to https://outlook.office365.com/PowerShell.",mainpa000004,""
Client4Tenant1274,22F477AF4ADB96F9_7FFFFFEB_29db2cf332eb466b9ce87b968ce73258,5/3/2018 7:22:47 AM,05/03/2018 07:22:43,Info,TenantWorker,"Found user: C7-Automation4@btcorp7.onmicrosoft.com in group: c7toc9smlgrp2",mainpa000004,""
Client4Tenant1274,22F477AF4ADB96F9_7FFFFFEC_29db2cf332eb466b9ce87b968ce73258,5/3/2018 7:22:47 AM,05/03/2018 07:22:43,Info,TenantWorker,"Found user: c7-automation3@btcorp7.onmicrosoft.com in group: c7toc9smlgrp2",mainpa000004,""
Client4Tenant1274,22F477AF4ADB96F9_7FFFFFED_29db2cf332eb466b9ce87b968ce73258,5/3/2018 7:22:47 AM,05/03/2018 07:22:43,Info,TenantWorker,"Found user: C7-Automation1@btcorp7.onmicrosoft.com in group: c7toc9smlgrp2",mainpa000004,""
Client4Tenant1274,22F477AF4ADB96F9_7FFFFFEE_29db2cf332eb466b9ce87b968ce73258,5/3/2018 7:22:47 AM,05/03/2018 07:22:43,Info,TenantWorker,"Found user: C7O365SML22@btcorp7.onmicrosoft.com in group: c7toc9smlgrp2",mainpa000004,""
Client4Tenant1274,22F477AF4ADB96F9_7FFFFFEF_29db2cf332eb466b9ce87b968ce73258,5/3/2018 7:22:47 AM,05/03/2018 07:22:43,Info,TenantWorker,"Found user: C7O365SML21@btcorp7.onmicrosoft.com in group: c7toc9smlgrp2",mainpa000004,""
Client4Tenant1274,22F477AF4ADB96F9_7FFFFFF0_29db2cf332eb466b9ce87b968ce73258,5/3/2018 7:22:47 AM,05/03/2018 07:22:43,Info,TenantWorker,"Found user: P365C7User9@corp7.cmtsandbox.com in group: c7toc9smlgrp2",mainpa000004,""
Client4Tenant1274,22F477AF4ADB96F9_7FFFFFF1_29db2cf332eb466b9ce87b968ce73258,5/3/2018 7:22:47 AM,05/03/2018 07:22:43,Info,TenantWorker,"Found user: C7O365SML26@btcorp7.onmicrosoft.com in group: c7toc9smlgrp2",mainpa000004,""
Client4Tenant1274,22F477AF4ADB96F9_7FFFFFF2_29db2cf332eb466b9ce87b968ce73258,5/3/2018 7:22:47 AM,05/03/2018 07:22:43,Info,TenantWorker,"Found user: C7O365SML29@btcorp7.onmicrosoft.com in group: c7toc9smlgrp2",mainpa000004,""
Client4Tenant1274,22F477AF4ADB96F9_7FFFFFF3_29db2cf332eb466b9ce87b968ce73258,5/3/2018 7:22:47 AM,05/03/2018 07:22:43,Info,TenantWorker,"Found user: C7O365SML20@btcorp7.onmicrosoft.com in group: c7toc9smlgrp2",mainpa000004,""
Client4Tenant1274,22F477AF4ADB96F9_7FFFFFF4_29db2cf332eb466b9ce87b968ce73258,5/3/2018 7:22:47 AM,05/03/2018 07:22:43,Info,TenantWorker,"Found user: C7O365SML24@btcorp7.onmicrosoft.com in group: c7toc9smlgrp2",mainpa000004,""
Client4Tenant1274,22F477AF4ADB96F9_7FFFFFF5_29db2cf332eb466b9ce87b968ce73258,5/3/2018 7:22:47 AM,05/03/2018 07:22:43,Info,TenantWorker,"Found user: C7O365SML23@btcorp7.onmicrosoft.com in group: c7toc9smlgrp2",mainpa000004,""
Client4Tenant1274,22F477AF4ADB96F9_7FFFFFF6_29db2cf332eb466b9ce87b968ce73258,5/3/2018 7:22:47 AM,05/03/2018 07:22:43,Info,TenantWorker,"Found user: C7O365SML28@btcorp7.onmicrosoft.com in group: c7toc9smlgrp2",mainpa000004,""
Client4Tenant1274,22F477AF4ADB96F9_7FFFFFF7_29db2cf332eb466b9ce87b968ce73258,5/3/2018 7:22:47 AM,05/03/2018 07:22:43,Info,TenantWorker,"Found user: C7O365SML25@btcorp7.onmicrosoft.com in group: c7toc9smlgrp2",mainpa000004,""
Client4Tenant1274,22F477AF4ADB96F9_7FFFFFF8_29db2cf332eb466b9ce87b968ce73258,5/3/2018 7:22:47 AM,05/03/2018 07:22:43,Info,TenantWorker,"Found user: C7O365SML27@btcorp7.onmicrosoft.com in group: c7toc9smlgrp2",mainpa000004,""
Client4Tenant1274,22F477AF4B7691D5_7FFFFFF9_29db2cf332eb466b9ce87b968ce73258,5/3/2018 7:22:47 AM,05/03/2018 07:22:42,Info,TenantWorker,"PowerShell user ready: BinaryTreePowerShellUser.BT-AutoQA2@btcorp7.onmicrosoft.com. [ClientId #4, TenantId #1274]",mainpa000004,""
Client4Tenant1274,22F477AF4F080270_7FFFFFFA_29db2cf332eb466b9ce87b968ce73258,5/3/2018 7:22:41 AM,05/03/2018 07:22:36,Info,PowerShell,"Created PowerShell session for BinaryTreePowerShellUser.BT-AutoQA2@btcorp7.onmicrosoft.com to https://outlook.office365.com/PowerShell.",mainpa000004,""
